Nome Contratado,Quantidade_Orgao,Total_Contratos
COOPERATIVA REGIONAL DOS ASSENTADOS (AS) DE REFORMA AGRARIA DO SERTAO DOS INHAMU,1,53921.5400
COPEL DISTRIBUICAO S.A.,1,1045836.4000
COPIADORA  KM  SERVICOS  ECOMERCIOLTDA - ME,1,3991.0000
COPY LINE COMERCIO E SERVICOS LTDA,1,55624.8000
CORPUS RADIODIAGNOSTICO LTDA,1,990000.0000
CORPUS TOMOGRAFIA COMPUTADORIZADA LTDA.,1,990000.0000
CORREA & REIS LTDA,1,3204999.0000
CORTEZ EDITORA E LIVRARIA LTDA,1,585780.3800
COSTA & NUNES INDUSTRIA E COMERCIO DE EQUIPAMENTOS EM TELECOMUNICACOES LTDA,1,598500.0000
COTACAO COM REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA,1,8892.8400
CONCESSIONARIA DOS AEROPORTOS DA AMAZONIA S/A,1,100000.0000
CONCREMAT ENGENHARIA E TECNOLOGIA S/A,1,41482309.8900
CONEXAO 5 DISTRIBUIDORA E SERVICOS LTDA,1,360.0000
CONFIANÇA LOGISTICS LLC,1,4481044.9000
CONNECT ESTAGIOS LTDA,1,10999.6800
CONQUISTA DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS HOSPITALARES LTDA,1,461.0000
CONQUISTA SOLUCOES E SERVICOS LTDA,1,22200.0000
CONRAD EDITORA DO BRASIL LTDA,1,562475.7900
CONSERG EMPREENDIMENTOS & SERVICOS AMBIENTAIS LTDA,1,696264.7500
CONSÓRCIO CLEMAR X AIRNAV X EBCO,1,14913772.5800
CONSORCIO PHILIPS MULTH PARA FORNECIMENTO DE SOLUCOES,1,6017107.3700
CONSTRUBASA PLANEJAMENTO E CONSTRUCOES LTDA,1,165403.0200
CONSTRUMAIS CONSTRUCOES E SERVICOS LTDA,1,3201947.0000
CONSTRUTEC MS CONSTRUTORA LTDA,1,482747.8300
CONSTRUTORA ARAUJO FALCAO LTDA,1,23321043.0200
CONSTRUTORA AURELIO E SERVICOS LTDA,1,1990960.2500
CONSTRUTORA AZAMBUJA LTDA,1,1953027.4100
CONSTRUTORA BIAPO LTDA,1,2240000.0000
CONSTRUTORA CAMPOS & FILHOS LTDA,1,326054.1400
CONSTRUTORA CAPITOLIO LTDA,1,89900000.0000
CONSTRUTORA CARVALHO COSTA & SILVA LTDA,1,7508946.5600
CONSTRUTORA DINIZ LTDA,1,1510645.8300
CONSTRUTORA ECASA ENGENHARIA LTDA,1,405000.2500
CONSTRUTORA E-CIVIL LTDA,1,1045304.0300
CONSTRUTORA FERREIRA SANTOS LTDA,1,1668900.0000
CONSTRUTORA HERMETO COSTA LTDA.,1,123000.0300
CONSTRUTORA IMPAR LTDA,1,135328.0000
CONSTRUTORA J M EXCELENCIA JAMES LTDA,1,271044.8200
CONSTRUTORA KARBONE E COMERCIAL LTDA,1,251906.4200
CONSTRUTORA MONTE CARMELO LTDA,1,6960000.0000
CONSTRUTORA OBRAVALE LTDA,1,3831000.0000
CONSTRUTORA PASQUALOTTO LTDA,1,1155690.7300
CONSTRUTORA PILAR LTDA,1,7074369.6300
CONSTRUTORA PORTOBELLO LTDA,1,2744493.8600
CONSTRUTORA R D LTDA,1,32499.2100
CONSTRUTORA REIS LTDA,1,865900.0000
CONSTRUTORA RENATA LTDA,1,32380.6700
CONSTRUTORA SMART LTDA,1,11101331.3700
CONSTRUTORA VALE OESTE LTDA,1,2471915.9700
CONSTRUTORA VIANA BARROS ENGENHARIA E SERVICOS LTDA,1,3923037.8800
CONSTRUTORA VICTORIOS LTDA,1,37997.2800
CONSTRUTORA VIENA STAR LTDA,1,23900.6900
CONSTRUTORA VILLELA E SILVA LTDA,1,344106.5100
"CONSULDATA TELEPROCESSAMENTO, COMERCIO E SERVICOS LTDA",1,40500.0000
CONSULTRE CONSULTORIA E TREINAMENTO LTDA,1,65000.0000
CONTATO SERVICOS DE CONSERVACAO E MANUTENCAO LTDA,1,1946761.8200
CONTATTI COMERCIO E REPRESENTACOES LTDA,1,291060.0000
COMPLIANCE SERVICOS DE LOCACAO E GESTAO DE MAO DE OBRA LTDA,1,695877.6000
COMPRINT - MAQUINAS E MATERIAIS GRAFICOS LTDA,1,94500.0000
COMUNIQUE-SE S/A,1,6399.9600
CONCEICAO APARECIDA DO NASCIMENTO NUNES,1,9667.5000
CONCEITO ENGENHARIA E ARQUITETURA LTDA,1,3051570.3900
CONCEITO ENGENHARIA E SERVICOS LTDA,1,9205895.9300
COMPANHIA RIOGRANDENSE DE SANEAMENTO CORSAN,1,12005.1700
COMPANHIA ESTADUAL DE AGUAS E ESGOTOS CEDAE,1,137702.4000
COMPANHIA ITABIRANA DE TELECOMUNICACOES LTDA,1,38684.0000
COMPANHIA DE SANEAMENTO DO PARA,1,5063.0400
COMPANHIA DISTRIBUIDORA DE GAS DO RIO DE JANEIRO - CEG,1,207489.5100
COMPANHIA EDITORA NACIONAL,1,713460.4000
CLARO NXT TELECOMUNICACOES S/A,1,1950.0000
CITSO COMERCIO E SERVICO IMPORTADOR DE INFORMATICA LTDA,1,7400.0000
CLAFE CLINICA DE ATENDIMENTO FEMININO LTDA,1,14827.0000
COMAX COMERCIO DE ALIMENTOS LTDA,1,8205.5700
COMBOIO DE CORDA EDITORA LTDA.,1,934420.3100
COMERCIAL CAETANO LTDA,1,195799.2000
COMERCIAL GETRIX LTDA,1,23643.0000
COMERCIAL IDAL DE ALIMENTOS LTDA,1,46200.0000
COMERCIAL PRADELA LTDA,1,903459.8300
COMERCIAL SPONCHIADO LTDA,1,34000.0000
COMISSAO NACIONAL DE ENERGIA NUCLEAR,1,252520.7800
COMPACTA SEGURANCA LTDA,1,862203.9300
COMPANHIA BRASILEIRA DE CARTUCHOS,1,50605165.0000
COMPANHIA DE AGUA E ESGOTO DO CEARA CAGECE,1,1104316.3200
COMPANHIA DE AGUAS E ESGOTOS DE  -RONDONIA CAERD,1,29776.0800
COMPANHIA DE AGUAS E ESGOTOS DE RORAIMA CAER,1,960000.0000
CIENTIFICA MEDICA HOSPITALAR LTDA,1,31192.0000
CIA DE VEICULOS SLAVIERO LTDA,1,297250.0000
CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRASIL LTDA,1,108521500.0000
AGUAS DO RIO 4 SPE S.A,1,32700.0000
CLAUDEMIR DA SILVA MELO LTDA,1,385000.0000
CLAUDIANE SILVA ARAUJO 04822632105,1,68772.0000
CLAVI - CLINICA AUDIO VISUAL S/S LTDA,1,1200000.0000
CLEDISON DOS SANTOS,1,83715.7000
CLICK NET BRASIL TELECOMUNICACAO LTDA,1,6960.0000
CLINAR - CLINICA INFANTIL E DE ALERGIA DO APARELHO RESPIRATORIO LTDA,1,150000.0000
CLINFISIO CLINICA DE FISIOTERAPIA INTEGRADA LTDA,1,30000.0000
CLINICA BMA DIAS LTDA,1,1200000.0000
CLINICA BRAOS DE GINECOLOGIA E OBSTETRICIA EIRELI,1,300000.0000
CLINICA CRESCER HUMANIZADA EM PSIQUIATRIA LTDA,1,331570.0100
CLINICA DA MAMA DIAGNOSTICO POR IMAGEM LTDA,1,2000000.0000
CLINICA DE FISIOTERAPIA E        -ODONTOLOGIA MAXIMO LTDA,1,342295.7800
CLINICA DE FISIOTERAPIA E ESTETICA TOP CORPO LTDA,1,1200000.0000
CLINICA DE FISIOTERAPIA FISIOCARDIO LTDA,1,900000.0000
CLINICA DE ODONTOLOGIA ALVES COTTA LTDA,1,20000.0000
CLINICA DE OLHOS ADORNO LTDA,1,150000.0000
CLINICA DE PSICOLOGIA IOLANDA BARROS VALLS S/E LTDA,1,19000.0000
CLINICA DE PSICOLOGIA REMEDIOS LAGES LTDA,1,100000.0000
CLINICA DE REPOUSO SAO MARCELLO  -LTDA,1,6000.0000
CLINICA DE UROGINECOLOGIA S/S LTDA,1,60000.0000
CLINICA DO CORACAO POUSO ALEGRE MG LTDA.,1,79500.0000
CLINICA DO CORACAO S/S LTDA,1,100000.0000
CLINICA HIPERBARICA DE OXIGENIOTERAPIA LTDA,1,79500.0000
CLINICA HIPERBARICA TAUBATE LTDA,1,60000.0000
CLINICA HOSPITALAR RECANTO LTDA,1,100000.0000
CLINICA INSPIRARE FISIOTERAPIA E PILATES LTDA,1,120000.0000
CLINICA INTERSER ESPECIALIZADA NO SER HUMANO LTDA,1,110000.0000
CLINICA JACINTO LAY LTDA,1,100000.0000
CLINICA KALLAS HOSPITALAR LTDA,1,990000.0000
CLINICA MEDICA BORDUCHI LTDA,1,990000.0000
CLINICA MEDICA DOCTOR JA LTDA,1,990000.0000
CLINICA MEDICA DR. CARLOS ALBERTO BASSO LTDA,1,100000.0000
CLINICA MEDICA ESSENZA LTDA,1,60000.0000
CLINICA MIRIAN FERNANDES LTDA,1,250000.0000
CLINICA ODONTOLOGICA GB LTDA,1,21216.0000
CLINICA OFTALMOLOGICA DR. LUCIANO NASSER EIRELI,1,4000.0000
CLINICA PLENUS - PSICOLOGIA E SAUDE INTEGRADAS LTDA,1,2050.0000
CLINICA RADIOLOGICA DR AZUIR LESSA LTDA,1,110000.0000
CLINICA SANTA MADRA LTDA,1,20000.0000
CLINICA SAUDE BELEM LTDA,1,1200000.0000
CLINICA VARELA DE OFTALMOLOGIA LTDA,1,200000.0000
CLINICA ZAMBRANA LTDA,1,990000.0000
CLINICOR  - INSTITUTO DE CLINICA E CIRURGIA DO CORACAO LTDA,1,300000.0000
CLINICOR - CLINICA CARDIOLOGICA LTDA,1,250000.0000
CLINILAR HOME CARE S/S LTDA,1,500000.0000
CLINODONTO CLINICA ODONTOLOGICA LTDA,1,50000.0000
CLM COMERCIO DE MAQUINAS LOCACOES E TRANSPORTES LTDA,1,2363334.1600
CLM SOFTWARE COMERCIO IMPORTACAO E EXPORTACAO LTDA.,1,77387.1600
CMA ELEVADORES LTDA,1,554074.1400
CMG DIAGNOSTICA LTDA,1,38644.9400
CNS NACIONAL DE SERVICOS LIMITADA,1,244670.4000
COAN INDUSTRIA GRAFICA LTDA,1,304250.0000
COELHO E BRAGA SERVICOS MEDICOS LTDA,1,990000.0000
AMOK SERVICOS LTDA,1,941666.8800
AMP COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,56700.0000
AMPLA ENERGIA E SERVICOS S.A.,1,34293.1000
AMPLE SYSTEM PROTECAO CONTRA INCENDIO LTDA,1,17000.0000
AMR SOLUCOES LABORATORIAIS LTDA,1,42500.0000
ANA CARLA DA SILVA P DUARTE,1,6800.0000
ANA CRISTINA MANJABOSCO,1,145000.0000
ANA FERNANDES TELES ALCANTARA,1,49979.8800
ANA KEILA BRAZ OLIVEIRA,1,79500.0000
ANA LUIZA PEREIRA PORTO RIVELLI,1,20000.0000
ANABELLE SILVA SANTANA,1,150000.0000
ANALISIS - LABORATORIO CLINICO E INFANTIL LTDA,1,200000.0000
ANCECO COMERCIO E SERVICOS DE ENGENHARIA LTDA,1,135186.7200
ANDAIMES UBERLANDIA LTDA,1,853000.0000
ANDORINHAS EDITORIAL LTDA,1,1183021.6000
ANDRE GOSSLING JAVORSKI,1,45000.0000
ANDRE LIMA DE SOUZA LTDA,1,312020.0000
ANDRE LUIZ ROSA XAVIER,1,79500.0000
ANDRE SANTOS DE JESUS,1,66565.2300
ANDREISA RODRIGUES,1,9385.0000
ANDRÉS DE ALMEIDA COCA,1,144000.0000
ANDRESA THIER DE BORBA,1,45000.0000
ANDREY HENKE,1,96820.0000
ANDREZA ALVES EVANGELISTA,1,6674.6700
ANGELA BELEM DE CARVALHO BRASIL,1,20000.0000
ANJOS SOLUCOES LTDA,1,101574.9600
ANKORA TECNOLOGIA E SERVICOS LTDA,1,136249.9900
ANNA PAULA DE LIMA SANTANA,1,31200.0000
ANNE ABREU NASCIMENTO,1,193037.0000
ANNY PAULA DE LIMA SILVA,1,20000.0000
ANTES EDITORA LTDA,1,544687.3100
ANTOCAR ENGENHARIA LTDA,1,721000.0000
"ANTON PAAR BRASIL IMPORTACAO, EXPORTACAO E COMERCIO DE INSTRUMENTOS ANALITICOS L",1,15071.7200
ANTONIO AMARAL VILAS BOAS NETO,1,228032.4500
ANTONIO AUGUSTO RODRIGUES PIRES,1,119600.0000
AOVS SISTEMAS DE INFORMATICA S.A.,1,125860.0000
APAE ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DO DF,1,267984.8400
APAGUE COMERCIO DE EQUIPAMENTOS DE COMBATE A INCENDIOS LTDA,1,1058049.6600
APIS SERVICOS LTDA,1,2400.0000
APJ - ASSOCIACAO DOS PRODUTORES AGRICOLAS DO ASSENTAMENTO SAO JOSE E OUTROS,1,55672.9700
APOIO PRODUCOES E TELEMARKETING LTDA,1,7800.0000
ALGETEC TECNOLOGIA INDUSTRIA E COMERCIO LTDA,1,436800.0000
ALIANCA MILITAR INDUSTRIA E COMERCIO LTDA,1,40560.0000
"ALIANCA SERVICOS DE LIMPEZA, PORTARIA E CONSERVACAO DE CONDOMINIOS LTDA",1,39798.3600
ALICERCE CONSTRUCAO E PRESTACAO DE SERVICOS LTDA,1,948756.2100
ALINE CARLOS RIBEIRO,1,702712.7900
ALINE MELLO PSICOLOGIA LTDA,1,30000.0000
ALINE NEVES PAIM,1,39998.8400
ALINEA - COMERCIO DE PRODUTOS HOSPITALARES LTDA,1,52160.0000
ALISSON ANTONIO SOARES LOPES  LTDA,1,70000.0000
ALL ALIMENTOS LTDA,1,65999.0000
ALL NORTE MATERIAIS DE CONSTRUCAO LTDA,1,670907.5500
ALLFLEX COMERCIO E SERVICOS DE MOBILIARIO LTDA,1,98864.0000
ALLTECH - SOLUCOES EM TECNOLOGIA LTDA,1,1169988.0000
ALMADA LIVROS LTDA,1,516583.0900
ALMINHANA COMERCIO E REPRESENTACAO LTDA,1,2759985.0000
ALP BOLSAS INDUSTRIA E COMERCIO LTDA,1,1151600.0000
ALP COMERCIO DE PRODUTOS PARA SAUDE LTDA,1,8754.9000
ALPHASET COMERCIO DE PECAS LTDA,1,76594.4000
ALUAR EDITORA LTDA,1,293870.9600
ALUG LOG LOCACAO DE EQUIPAMENTOS ELETRONICOS E ORGANIZACAO DE EVENTOS LTDA,1,1500.0000
ALUMITEC TECNOLOGIA EM ALUMINIO LTDA,1,37520.0000
ALVARENGA & CARVALHO CLINICA MEDICA LTDA,1,60000.0000
ALYTRANS RENTAL SERVICE LTDA.,1,250312.5000
AMANCIO DA SILVA & CIA LTDA,1,1301651.4600
AMANDA MENDES SILVA,1,100000.0000
AMAPIL TAXI AEREO LTDA,1,568926.0000
AMARE EDITORA LTDA,1,349446.0500
AMARO RIBEIRO SOLUCOES LTDA,1,1000.0000
AMATUR AMAZONIA TURISMO LTDA,1,2138400.0000
AMAV'S TURISMO LTDA,1,191372.3000
AGUAS GUARIROBA SA,1,519524.2800
AGUIAR & SAPONARA LTDA,1,79500.0000
"AHIH SERVICOS, CONSULTORIA E COMERCIO LTDA",1,1431406.5600
AILANA SANTOS DOS REIS,1,11376.4000
AILTON MOREIRA DE SOUSA,1,13194.5200
AIO - INSTITUTO DE CANCER DE BRASILIA LTDA,1,15500000.0000
AIQ FERRAMENTAS E INSTRUMENTOS LTDA,1,1284.8400
AIR LIQUIDE BRASIL LTDA,1,2585598.0100
AIRTEMP CENTRAL DE SERVICOS E COMERCIO DE REFRIGERACAO LTDA,1,969999.9200
AIRWAY TRANSPORTES LTDA,1,529830.5800
AKAER ENGENHARIA S.A.,1,466800.0000
AKANE VEICULOS LTDA,1,2967294.0000
AKPALO EDITORA LTDA.,1,560346.8900
AKRON CONTROLE PROFISSIONAL DE PRAGAS LTDA,1,30997.8000
ALAMEDA CASA EDITORIAL LTDA,1,349409.8000
ALAMO - SEGURANCA ELETRONICA LTDA,1,301560.0000
ALAUDE EDITORIAL LTDA,1,929354.7000
ALBANISA LUCIA DUMMAR PONTES,1,229788.7000
ALBR INDUSTRIA E COMERCIO LTDA,1,333200.0000
"ALCANCE CLINICA MULTIDISCIPLINAR, FONOAUDIOLOGIA E PSICOPEDAGOGIA LTDA",1,2000000.0000
ALCON BRASIL CUIDADOS COM A SAUDE LTDA,1,600000.0000
ALDO A C VALENTE SERVICOS DE FISIOTERAPIA LTDA,1,1200000.0000
ALERTA SERVICOS LTDA,1,1581092.7600
ALESSANDRA NUNES LORDS,1,2270.0000
ALEXANDRE FONSECA EDITOR E LIVREIRO LTDA,1,1019077.8900
ALEXANDRE H M CHAMONE COMERCIO,1,94854.6000
ALEXSANDRO RIBEIRO DE SANTANA,1,43337.9900
ALFORGE SEGURANCA PATRIMONIAL LTDA,1,4415431.2000
ALGAR MULTIMIDIA S/A,1,7200.0000
ACCEB - ASSISTENCIA CLINICA EM CONSULTAS E EXAMES DE BELEM LTDA,1,500000.0000
"ACCERTO - COMERCIO, MANUTENCOES E INSTALACOES PREDIAIS LTDA.",1,178960.9100
ACCOR ENGENHARIA LTDA,1,1444254.9900
ACELLES OLIVEIRA NOBRE EIRELI,1,128724.7000
ACF AUTO SOCORRO LTDA,1,579833.4200
ACORDE PRODUCOES MUSICAIS LTDA,1,336949.6000
ACOS F SACCHELLI LIMITADA,1,172427.5000
ACOSA COMERCIAL LTDA,1,107327.0600
ACQRIO SERVICOS ESPECIALIZADOS LTDA,1,2199141.7300
ACQUA RIOS INDUSTRIA E COMERCIO DE AGUA LTDA,1,5850.0000
ACQUASERV SERVICOS TECNICOS LTDA,1,61617.1800
ACRONET CORPORATIVO COMERCIO E SERVICOS LTDA,1,15840.0000
ACW MATERIAIS HOSPITALARES LTDA,1,950.0000
ADALMA SERVICOS DE LIMPEZA LTDA,1,88440.0000
ADEB LINE - COMERCIO DE PRODUTOS MEDICOS LTDA,1,1024779.8400
ADEMI GAMA DOS SANTOS,1,62441.0300
ADERBAUTO COMERCIO DE PECAS LTDA,1,10697.4700
ADINAILTON GONZAGA DA SILVA,1,64967.2200
ADLER SAFE COMERCIO DE EQUIPAMENTOS LTDA,1,51826.4900
ADOLPHO ANGELO JERONIMO DOMINGUES,1,200000.0000
ADOVANDRO LUIZ FRAPORTI LTDA,1,27000.0000
ADRIANA CARRASCO SOARES 76777952004,1,120000.0000
ADRIANA DO CARMO ANDRADE FERRARI,1,79500.0000
ADRIANA MARIA CAMPREGHER VENANCIO,1,79500.0000
ADRIANO DA COSTA PEREIRA PADARIA E MERCEARIA,1,66448.0500
ADSERVI - ADMINISTRADORA DE SERVICOS LTDA,1,165000.0000
ADVENTO DESENTUPIDORA E SERVICOS LTDA,1,2740.0000
AELIUS - CLINICA INTEGRADA DE PSICOLOGIA E SAUDE LTDA,1,2000000.0000
AF BRASIL TECNOLOGIA LTDA,1,17411.4000
AF CONSULTORIA E MANUTENCAO PREDIAL LTDA,1,2303000.0000
AFERITEC COMPROVACOES METROLOGICAS E COMERCIO LTDA,1,1252.0000
AFFERTECH ENGENHARIA LTDA,1,387000.0000
AGAPE - PRODUCOES DIDATICAS E LITERARIAS LTDA,1,1579886.8000
AGAPE EDITORA E DISTRIBUIDORA LTDA,1,1729147.2900
AGATHA LOCADORA DE VEICULOS LTDA,1,499713.6000
AGENCIA BRASPUB & EMPREENDIMENTOS LTDA,1,49900.0000
AGENCIA NACIONAL DE PROPAGANDA LTDA,1,215000000.0000
AGENCIA O GLOBO SERVICOS DE IMPRENSA S/A,1,580770.8100
AGILE EMPREENDIMENTOS E SERVICOS LTDA,1,3763048.3000
ABC PNEUS SOLUCOES AUTOMOTIVAS LTDA,1,227899.2000
ABORGAMA DO BRASIL LTDA,1,2592.0000
ABRAF 39 COMERCIO DE MAQUINAS EQUIPAMENTOS E SERVICOS LTDA.,1,93757.0000
ABV CONSTRUCOES LTDA,1,3060.0000
AC COMERCIO DE FERRAMENTAS E PRODUTOS PARA FIXACAO LTDA,1,410.0000
AC SEGURANCA LTDA,1,2773289.9500
ACACIA COMERCIO DE MEDICAMENTOS LTDA,1,199.5000
ACC BRASIL INDUSTRIA E COMERCIO DE COMPUTADORES LTDA,1,249990.0000
08.745.248 CLEIB MENEZES DA SILVA,1,7679.5200
19.583.950 EDUARDO EMERSON DOS SANTOS,1,419930.0000
2XR SOLUCOES PARA DATA CENTERS LTDA,1,95000.0000
3 DOTS ENG LTDA,1,159955.0000
32.732.592 RENAN ALLAN SANCHEZ ZELASCHI,1,71420.8500
33.672.816 ROSS NARRONE GERALDA FERREIRA DE MEDEIROS,1,55064.0400
35.081.759 JOAO MARCELO AUSTRILINO CASTRO,1,24916.3200
39.370.620 WELLINGTON DE SOUZA VASCONCELOS,1,59616.0000
3DERAS MANUFATURA DIGITAL LTDA,1,51950.0000
3F LTDA,1,7692.0000
3STRUCTURE IT LTDA,1,21831010.7300
45.590.340 WELITON GOMES PEREIRA,1,2340.0000
48.199.956 ARIANE MENDES ROCHA,1,49000.0000
"5G ENERGIA, COMERCIAL IMPORTADORA E EXPORTADORA LTDA.",1,2576200.0000
A C HERMINIO PINTO SERVICOS LTDA,1,103932.6000
A FORCA COMERCIAL E SERVICOS LTDA,1,655000.6700
A LASCA CONSULTORIA E ASSESSORIA EM ARQUEOLOGIA LTDA,1,600000.0000
A MAQUINA DE IDEIAS DESIGN GRAFICO E DE OBJETOS S/S LTDA,1,646959.8200
A P C SILVA SERVICOS ESPECIALIZADOS LTDA,1,585089.4500
A P S COMERCIO E SERVICOS GASTRONOMIA LTDA,1,277.0000
A PAGINA DISTRIBUIDORA DE LIVROS LTDA,1,1064317.8600
A PAGINA STORE COMERCIO DE LIVROS LTDA,1,3686833.1400
A R 7 SOLUCOES LTDA,1,849.7100
A R DE OLIVEIRA CONSERVACAO,1,136017.7200
A R S SERVICOS DE PAVIMENTACAO LTDA,1,5523300.0000
A&K REFORMAS E CONSTRUCOES LTDA,1,249794.5300
A. C. DE F. BARRETO,1,50000.0000
A. C. F. DA SILVA LTDA,1,4005403.2000
A. CANTANHEDE SERVICOS DE REFRIGERACAO E AR CONDICIONADO LTDA,1,3275025.5500
A. CENTRAL TRANSPORTES LTDA,1,48770.0000
A. D. SERVICOS MEDICOS ESPECIALIZADOS LTDA,1,150000.0000
A. DA S. MOREIRA LTDA,1,1263360.3300
A. DE GUSMAO LYRA NETO LTDA,1,145285.8400
A.C.M. ATAIDE & CIA LTDA,1,1200000.0000
A1MC PROJETOS LTDA,1,984000.0000
A2 DISTRIBUIDORA BRASIL LTDA,1,3024.5000
A2 ROBOTICS COMERCIO IMPORTACAO E EXPORTACAO LTDA,1,49350.5000
ARAUCARIA EDICOES DE LIVROS LTDA,1,286019.4000
ARAUJO RAMIRES CONSTRUTORA LTDA,1,537289.5200
ARAUNA SERVICOS ESPECIALIZADOS LTDA,1,18664595.2800
ARCANJOS COMERCIAL DE ALIMENTOS LTDA,1,23338.4800
ARCHAIOS ENGENHARIA CONSULTORIA PROJETO E RESTAURACAO LTDA,1,345536.7100
ARCO 43 EDITORA LTDA,1,799886.1000
ARCOM COMERCIO E SERVICOS LTDA,1,235085.4300
ARDO DO BRASIL DISTRIBUIDORA DE PECAS E SERVICOS LTDA,1,17142.9500
ARESPB SEGURANCA PRIVADA LTDA,1,300658.8000
ARGIA COMERCIO DE EQUIPAMENTOS LTDA,1,10310.0000
ARGOS LTDA,1,40000.0000
ARI DOMINGOS DE ARAUJO CAMPOS    -,1,67021.3900
ARKTEK SERVICES E FACILITIES LTDA,1,77088.0000
ARLINDO HENKER,1,38653.5000
ARMADA ARTIGOS MILITARES LTDA,1,100862.4000
ARNALDO JOSE DOS SANTOS,1,68005.1100
ARPSIST SERVICOS DE ENGENHARIA LTDA,1,383900.0000
ARQBR ARQUITETURA E URBANISMO LTDA,1,2145000.0000
ARQFOR SERVICOS DE ARQUITETURA LTDA,1,56273.2800
ARQGRAPH SERVICOS LTDA.,1,5623165.9200
ARQTEC ARQUITETURA E ENGENHARIA TECNICA LTDA,1,704838.6000
ARQUI SERVICOS EDITORIAIS LTDA,1,638494.3200
ARQUIBRASIL ARQUITETURA E RESTAURACAO LTDA,1,1183726.8800
ARQUIPELAGO EDITORIAL LTDA,1,1102709.3000
ARQUIUM - CONSTRUCOES E RESTAURO LTDA.,1,232110.4400
ARSENAL - SEGURANCA PRIVADA LTDA,1,256189.6800
ARTCOP PLOTAGEM SERVICOS DE ENGENHARIA LTDA,1,2073998.0000
ARTHUR SILVEIRA EDITORA LTDA,1,419638.3500
ARUSI INDUSTRIA E COMERCIO DE USINAGEM E PRODUTOS MECANICOS LTDA,1,23724.0000
ASA BRANCA LOCADORA E TURISMO LTDA,1,1745820.0000
ASCLEPIOS EQUIPAMENTOS HOSPITALARES LTDA,1,20300.0000
ASMAR & FURTADO LTDA,1,178281.6000
ASSISTENCIA MEDICA E DIAGNOSTICOS S/S LTDA,1,1200000.0000
ASSOCIACAO AMIGOS METROVIARIOS DOS EXCEPCIONAIS - AME,1,693018.8400
ASSOCIACAO BRASILEIRA DE NORMAS TECNICAS ABNT,1,718.0000
ASSOCIACAO COMUNITARIA DOS PEQUENOS PRODUTORES RURAIS DO POVOADO ELIZA ROMARO,1,6868.9000
ASSOCIACAO DA COMUNIDADE DA MARCACAO E ADJACENCIAS DO MUNICIPIO DE CURRAIS NOVOS,1,13392.6000
ASSOCIACAO DAS MULHERES PRODUTORAS RURAIS DA COMUNIDADE DO QUANDU E ADJACENCIAS,1,12142.7000
ASSOCIACAO DE COMERCIALIZACAO ORGANICA AGRICOLA PAULINENSE,1,93675.4800
ASSOCIACAO DE MULHERES AGRICULTORAS DO ASSENTAMENTO MONJOLINHO - AMAM,1,98069.8900
ASSOCIACAO DE MULHERES LUTADORAS DE LILAS DO BOQUEIRAO,1,38232.7000
ASSOCIACAO DE PRODUTORES DA REGIAO AGRESTE E ADJACENCIAS DO ESTADO DO RIO GRANDE,1,86443.1000
ASSOCIACAO DOS AGRICULTORES FAMILIARES DO SUL DE MINAS,1,79488.8200
ASSOCIACAO DOS PEQUENOS PRODUTORES FAMILIARES DE NOVO ACORDO-MUNICIPIO DE ALCOBA,1,31970.3500
ASSOCIACAO DOS PRODUTORES AGROECOLOGICOS DE FORTALEZA DE MINAS E REGIAO,1,66120.0000
ASSOCIACAO DOS PRODUTORES DA HORTA COMUNITARIA DA FAZENDA EGITO,1,35391.7300
ASSOCIACAO DOS PRODUTORES RURAIS DA REGIAO NORTE - ASPRONORTE,1,89140.0000
ASSOCIACAO DOS PRODUTORES RURAIS DE PORTALEGRE,1,13913.6000
ASSOCIACAO DOS TRABALHADORES RURAIS DA AGROVILA NOVA ESPERANCA P. A. ROSARIO,1,12304.0000
ASSOCIACAO GIGACANDANGA,1,85000.0000
ASSOCIACAO TECNICO CIENTIFICA PAUL EHRLICH - APABCAM,1,36155.0000
ASSUM PRETO PRODUCOES CULTURAIS E COMERCIO DE MATERIAIS PARA USO MEDICO LTDA,1,11639.9700
ASTEKA MOVEIS E ARMARIOS PLANEJADOS LTDA,1,35800.0000
ASTRO 34 COMERCIO E SERVICOS LTDA,1,9886.2000
ASTROLAR TECHNOLOGIE LTDA,1,1191000.0000
ATA NOBREAK SISTEMAS DE ENERGIA LTDA,1,15800.0000
ATAKAMA COMERCIO DE MATERIAIS E EQUIPAMENTOS ELETROELETRONICOS LTDA,1,35929.9600
ATAX - EMPREENDIMENTOS COMERCIAIS LTDA,1,150000.0000
ATECH - NEGOCIOS EM TECNOLOGIAS S.A.,1,27131529.8500
ATELIE DA ESCRITA EDITORA LTDA,1,13581196.0600
ATELIER MARIO PITANGUY LTDA,1,81500.0000
ATENA REFRIGERACAO LTDA,1,8560.0000
ATHOS RIO PRODUTOS MEDICOS HOSPITALARES LTDA,1,1099.0000
ATITUDE TERCEIRIZACAO DE MAO DE OBRA LTDA,1,571335.2400
ATLANTA-LOCADORA DE VEICULOS LTDA.,1,765756.0000
